Município: GUARANTA DO NORTE, (null), Latitude: None, Longitude: None
Município: ELDORADO DO SUL, RS, Latitude: -29.9957368, Longitude: -51.314251
Município: GAURAMA, RS, Latitude: -27.5879319, Longitude: -52.0927073
Município: ENCRUZILHADA DO SUL, RS, Latitude: -30.536175200000002, Longitude: -52.51560417047334
Município: ENTRE IJUIS, RS, Latitude: -28.361628, Longitude: -54.2670019
Município: ENTRE-IJUIS, RS, Latitude: -28.361628, Longitude: -54.2670019
Município: EREBANGO, RS, Latitude: -27.8542708, Longitude: -52.3029274
Município: ERECHIM, RS, Latitude: -27.6350709, Longitude: -52.2738654
Município: ESTANCIA VELHA, RS, Latitude: -29.6529666, Longitude: -51.1719687
Município: ESTEIO, RS, Latitude: -29.8511627, Longitude: -51.1778852
Município: ESTRELA, RS, Latitude: -29.5010545, Longitude: -51.962226
Município: FAZENDA VILANOVA, RS, Latitude: -29.588511, Longitude: -51.821714
Município: FLORES DA CUNHA, RS, Latitude: -29.030129, Longitude: -51.1833349
Município: FONTOURA XAVIER, RS, Latitude: -28.981655, Longitude: -52.344455
Município: FORMIGUEIRO, RS, Latitude: -29.9982245, Longitude: -53.5029931
Município: FORQUETINHA, RS, Latitude: -29.3818754, Longitude: -52.1008021
Município: FREDERICO WESTPHALEN, RS, Latitude: -27.35711, Longitude: -53.3964117
Município: GARIBALDI, RS, Latitude: -29.2562253, Longitude: -51.5269167
Município: CACEQUI, RS, Latitude: -29.8838059, Longitude: -54.8273443
Município: CACAPAVA DO SUL, RS, Latitude: -30.5113286, Longitude: -53.4916761
Município: BUTIA, RS, Latitude: -30.1256795, Longitude: -51.9692224
Município: ITAPUA DO OESTE, RO, Latitude: -9.128, Longitude: -63.123707762557075
Município: JARU, RO, Latitude: -10.431826, Longitude: -62.478769
Município: JI-PARANA, RO, Latitude: -10.8778148, Longitude: -61.9277854
Município: MONTE NEGRO, RO, Latitude: -10.2603463, Longitude: -63.2986252
Município: NOVA MAMORE, RO, Latitude: -10.4104864, Longitude: -65.3313761
Município: OURO PRETO DO OESTE, RO, Latitude: -10.717914, Longitude: -62.2566611
Município: PIMENTA BUENO, RO, Latitude: -11.6767868, Longitude: -61.1863902
Município: PORTO VELHO, RO, Latitude: -8.7494525, Longitude: -63.8735438
Município: PRESIDENTE MEDICI, RO, Latitude: -11.1686638, Longitude: -61.9057627
Município: RIO CRESPO, RO, Latitude: -9.6876925, Longitude: -62.83609371666667
Município: SAO FRANCISCO DO GUAPORE, RO, Latitude: -12.0609982, Longitude: -63.5668307
Município: SAO MIGUEL DO GUAPORE, RO, Latitude: -11.6951466, Longitude: -62.7195739
Município: SERINGUEIRAS, RO, Latitude: -11.7715738, Longitude: -63.0346835
Município: THEOBROMA, RO, Latitude: -10.246489, Longitude: -62.3493803
Município: VILA NOVA DO MAMORE, RO, Latitude: -10.3883726, Longitude: -65.3814168
Município: VILHENA, RO, Latitude: -12.7368536, Longitude: -60.1465555
Município: ITAPUÃ DO OESTE, RO, Latitude: -9.128, Longitude: -63.123707762557075
Município: GUAJARA-MIRIM, RO, Latitude: -10.7804239, Longitude: -65.3327825
Município: BOZANO, RS, Latitude: -28.3669953, Longitude: -53.7705165
Município: CUJUBIM, RO, Latitude: -9.3687919, Longitude: -62.5832107
Município: TENENTE LAURENTINO CRUZ, RN, Latitude: -6.1498142, Longitude: -36.7174889
Município: TIBAU, RN, Latitude: -4.8349636, Longitude: -37.2542651
Município: TIMBAUBA DOS BATISTAS, RN, Latitude: -6.4634028, Longitude: -37.2696374
Município: TOUROS, RN, Latitude: -5.1998625, Longitude: -35.4595051
Município: TRIUNFO POTIGUAR, RN, Latitude: -5.866913, Longitude: -37.1857379
Município: UPANEMA, RN, Latitude: -5.6431701, Longitude: -37.2625341
Município: ALTO PARAISO, RO, Latitude: -9.725454899999999, Longitude: -63.31150062807788
Município: ALVORADA DOESTE, RO, Latitude: None, Longitude: None
Município: ARIQUEMES, RO, Latitude: -9.9076522, Longitude: -63.033069
Município: CACAULANDIA, RO, Latitude: -10.3380043, Longitude: -62.9007231
Município: CACOAL, RO, Latitude: -11.4333, Longitude: -61.4420502
Município: CANDEIAS DO JAMARI, RO, Latitude: -8.7949939, Longitude: -63.7018851
Município: CEREJEIRAS, RO, Latitude: -13.1924248, Longitude: -60.81924455857779
Município: CHUPINGUAIA, RO, Latitude: -12.5528918, Longitude: -60.9027819
Município: COLORADO DO OESTE, RO, Latitude: -13.12109915, Longitude: -60.54207007205348
Município: AMAJARI, RR, Latitude: 3.6523869, Longitude: -61.4194315
Município: BOA VISTA, RR, Latitude: 2.8208478, Longitude: -60.6719582
Município: BONFIM, RR, Latitude: 3.3613818, Longitude: -59.8427241
Município: CANTA, RR, Latitude: 2.60994, Longitude: -60.605827
Município: BARAO, RS, Latitude: -29.372474, Longitude: -51.494908
Município: BARAO DE COTEGIPE, RS, Latitude: -27.6214694, Longitude: -52.3765316
Município: BARAO DO TRIUNFO, RS, Latitude: -30.3909877, Longitude: -51.7375349
Município: BARRA DO QUARAI, RS, Latitude: -30.208947, Longitude: -57.5505128
Município: BARRA DO RIBEIRO, RS, Latitude: -30.2930206, Longitude: -51.301437
Município: BARRA FUNDA, RS, Latitude: -27.9230048, Longitude: -53.0401045
Município: BARRACAO, RS, Latitude: -27.6722339, Longitude: -51.4583497
Município: BENTO GONCALVES, RS, Latitude: -29.1654014, Longitude: -51.5197627
Município: BOA VISTA DAS MISSOES, RS, Latitude: -27.6677983, Longitude: -53.3127622
Município: BOA VISTA DO BURICA, RS, Latitude: -27.6687782, Longitude: -54.1111913
Município: BOM JESUS, RS, Latitude: -28.6692723, Longitude: -50.4346894
Município: BOM PRINCIPIO, RS, Latitude: -29.489788, Longitude: -51.3566782
Município: BOM PROGRESSO, RS, Latitude: -27.5490948, Longitude: -53.8655601
Município: BOM RETIRO DO SUL, RS, Latitude: -29.6000007, Longitude: -51.9359243
Município: BOSSOROCA, RS, Latitude: -28.7278885, Longitude: -54.9120278
Município: BAGE, RS, Latitude: -31.3314264, Longitude: -54.1062808
Município: ARROIO GRANDE, RS, Latitude: -29.548078, Longitude: -52.0971166
Município: ARROIO DOS RATOS, RS, Latitude: -30.0894524, Longitude: -51.7265541
Município: RORAINOPOLIS, RR, Latitude: 0.9387308, Longitude: -60.4236464
Município: CARACARAI, RR, Latitude: 1.827598, Longitude: -61.125389
Município: CAROEBE, RR, Latitude: 0.8808696, Longitude: -59.6963796
Município: IRACEMA, RR, Latitude: 2.1664742, Longitude: -61.0513048
Município: MUCAJAI, RR, Latitude: 2.4486084, Longitude: -60.9199986
Município: NORMANDIA, RR, Latitude: 3.8792356, Longitude: -59.6293367
Município: PACARAIMA, RR, Latitude: 4.4787884, Longitude: -61.1389799
Município: SAO JOAO DA BALIZA, RR, Latitude: 0.951659, Longitude: -59.913293
Município: ARAMBARE, RS, Latitude: -30.9132252, Longitude: -51.4994625
Município: SAO LUIZ, RR, Latitude: 1.0170607, Longitude: -60.0371719
Município: ACEGUA, RS, Latitude: -31.8695131, Longitude: -54.1615593
Município: AGUA SANTA, RS, Latitude: -28.1775297, Longitude: -52.0360304
Município: ALEGRETE, RS, Latitude: -29.790166, Longitude: -55.794862
Município: ALMIRANTE TAMANDARE DO SUL, RS, Latitude: -28.1141129, Longitude: -52.9134874
Município: ANDRE DA ROCHA, RS, Latitude: -28.6309124, Longitude: -51.5733328
Município: JULIO DE CASTILHOS, RS, Latitude: -29.2286575, Longitude: -53.6825217
Município: LAGOA VERMELHA, RS, Latitude: -28.2087034, Longitude: -51.527499
Município: LAJEADO, RS, Latitude: -29.4671522, Longitude: -51.9624046
Município: SARANDI, RS, Latitude: -27.942, Longitude: -52.923085
Município: SENTINELA DO SUL, RS, Latitude: -30.6118857, Longitude: -51.5817117
Município: SERTAO, RS, Latitude: -27.9853815, Longitude: -52.257587
Município: SERTAO SANTANA, RS, Latitude: -30.4617134, Longitude: -51.6041992
Município: SETE DE SETEMBRO, RS, Latitude: -28.1297132, Longitude: -54.462746
Município: SEVERIANO DE ALMEIDA, RS, Latitude: -27.4332178, Longitude: -52.1155068
Município: SOLEDADE, RS, Latitude: -28.8272467, Longitude: -52.5109157
Município: TABAI, RS, Latitude: -29.6877843, Longitude: -51.7180847
Município: TAPEJARA, RS, Latitude: -28.069233, Longitude: -52.0117161
Município: TAPES, RS, Latitude: -30.6747721, Longitude: -51.3986199
Município: TAQUARI, RS, Latitude: -29.79433, Longitude: -51.865346
Município: TAVARES, RS, Latitude: -31.287471, Longitude: -51.0897986
Município: TERRA DE AREIA, RS, Latitude: -29.5789455, Longitude: -50.06336
Município: TEUTONIA, RS, Latitude: -29.4514561, Longitude: -51.8087983
Município: TIO HUGO, RS, Latitude: -28.5768433, Longitude: -52.5969066
Município: TIRADENTES DO SUL, RS, Latitude: -27.3973624, Longitude: -54.0853785
Município: SEBERI, RS, Latitude: -27.4828134, Longitude: -53.4013251
Município: SAPUCAIA DO SUL, RS, Latitude: -29.8197019, Longitude: -51.1608722
Município: SAO JOSE DO INHACORA, RS, Latitude: -27.725055, Longitude: -54.127462
Município: SAO VICENTE DO SUL, RS, Latitude: -29.688161, Longitude: -54.682643
Município: SAO JOSE DO OURO, RS, Latitude: -27.7736185, Longitude: -51.5947672
Município: SAO JOSE DO SUL, RS, Latitude: -29.537476, Longitude: -51.4828905
Município: SAO JOSE DOS AUSENTES, RS, Latitude: -28.747731, Longitude: -50.0645582
Município: SAO LEOPOLDO, RS, Latitude: -29.7544405, Longitude: -51.1516497
Município: SAO LOURENCO DO SUL, RS, Latitude: -31.3669286, Longitude: -51.9814839
Município: SAO LUIZ GONZAGA, RS, Latitude: -28.4074546, Longitude: -54.9609081
Município: SAO MARCOS, RS, Latitude: -29.515627, Longitude: -56.841496
Município: SAO MARTINHO, RS, Latitude: -27.7075144, Longitude: -53.9663489
Município: SAO MIGUEL DAS MISSOES, RS, Latitude: -28.5451471, Longitude: -54.5469209
Município: SAO PAULO DAS MISSOES, RS, Latitude: -28.0225895, Longitude: -54.936466
Município: SAO PEDRO DA SERRA, RS, Latitude: -29.4195585, Longitude: -51.5142114
Município: SAO PEDRO DAS MISSOES, RS, Latitude: -27.7729041, Longitude: -53.2478857
Município: SAO PEDRO DO BUTIA, RS, Latitude: -28.12425, Longitude: -54.892603
Município: SAO PEDRO DO SUL, RS, Latitude: -29.6152729, Longitude: -54.1790311
Município: SAO SEPE, RS, Latitude: -30.167219, Longitude: -53.5690914
Município: TORRES, RS, Latitude: -29.3373663, Longitude: -49.7299648
Município: TRES ARROIOS, RS, Latitude: -27.4995057, Longitude: -52.149354
Município: TRES CACHOEIRAS, RS, Latitude: -29.4521243, Longitude: -49.9190608
Município: TRES DE MAIO, RS, Latitude: -27.7799415, Longitude: -54.2356626
Município: AGUAS MORNAS, SC, Latitude: -27.696316, Longitude: -48.8247831
Município: ALFREDO WAGNER, SC, Latitude: -27.6961513, Longitude: -49.3326734
Município: ANCHIETA, SC, Latitude: -26.5350527, Longitude: -53.3293938
Município: APIUNA, SC, Latitude: -27.0374658, Longitude: -49.3885037
Município: ARAQUARI, SC, Latitude: -26.3703324, Longitude: -48.7210994
Município: ARARANGUA, SC, Latitude: -28.9348832, Longitude: -49.4858389
Município: ASCURRA, SC, Latitude: -26.9569975, Longitude: -49.3767752
Município: BALNEARIO BARRA DO SUL, SC, Latitude: -26.459842, Longitude: -48.6061471
Município: BALNEARIO CAMBORIU, SC, Latitude: -26.9924395, Longitude: -48.6339782
Município: BALNEARIO PICARRAS, SC, Latitude: -26.7638889, Longitude: -48.6716667
Município: BARRA DO SUL, SC, Latitude: -26.6526364, Longitude: -53.4419581
Município: BARRA VELHA, SC, Latitude: -26.6338203, Longitude: -48.6835001
Município: BELA VISTA DO TOLDO, SC, Latitude: -26.274625, Longitude: -50.466354
Município: BIGUACU, SC, Latitude: -27.4961277, Longitude: -48.6542432
Município: BLUMENAU, SC, Latitude: -26.9195567, Longitude: -49.0658025
Município: AGUA DOCE, SC, Latitude: -26.9986047, Longitude: -51.5529306
Município: AGRONOMICA, SC, Latitude: -27.2660744, Longitude: -49.7104753
Município: XANGRI-LA, RS, Latitude: -29.8039422, Longitude: -50.0413748
Município: UNISTALDA, RS, Latitude: -29.0476115, Longitude: -55.1503792
Município: TRES FORQUILHAS, RS, Latitude: -29.5375482, Longitude: -50.0650535
Município: TRES PASSOS, RS, Latitude: -27.4556106, Longitude: -53.9294399
Município: TRIUNFO, RS, Latitude: -29.9407972, Longitude: -51.7191859
Município: TUPANCI DO SUL, RS, Latitude: -27.9239665, Longitude: -51.5377991
Município: TUPANCIRETA, RS, Latitude: -29.0798756, Longitude: -53.8386668
Município: TURUCU, RS, Latitude: -31.4191603, Longitude: -52.1765159
Município: URUGUAIANA, RS, Latitude: -29.7560726, Longitude: -57.0867546
Município: VITORIA DAS MISSOES, RS, Latitude: -28.3525794, Longitude: -54.4995706
Município: VACARIA, RS, Latitude: -28.5102901, Longitude: -50.9356044
Município: VERANOPOLIS, RS, Latitude: -28.9351293, Longitude: -51.5516741
Município: VIAMAO, RS, Latitude: -30.0819338, Longitude: -51.0261927
Município: VICTOR GRAEFF, RS, Latitude: -28.563163, Longitude: -52.749535
Município: VILA FLORES, RS, Latitude: -28.8644244, Longitude: -51.5506499
Município: VILA NOVA DO SUL, RS, Latitude: -30.343232, Longitude: -53.8833913
Município: SAO JOSE DO NORTE, RS, Latitude: -32.0145182, Longitude: -52.0406082
Município: SAO JOSE DO HERVAL, RS, Latitude: -29.0448214, Longitude: -52.2948783
Município: LAJEADO DO BUGRE, RS, Latitude: -27.6903262, Longitude: -53.1811907
Município: NOVA ESPERANCA DO SUL, RS, Latitude: -29.4102156, Longitude: -54.8287783
Município: NOVA PRATA, RS, Latitude: -28.7849383, Longitude: -51.6091999
Município: NOVA SANTA RITA, RS, Latitude: -29.8489972, Longitude: -51.2764275
Município: NOVO CABRAIS, RS, Latitude: -29.7347439, Longitude: -52.9499851
Município: NOVO HAMBURGO, RS, Latitude: -29.6905705, Longitude: -51.1429035
Município: OSORIO, RS, Latitude: -29.8890733, Longitude: -50.2740498
Município: PALMARES DO SUL, RS, Latitude: -30.2580247, Longitude: -50.5097954
Município: PALMEIRA DAS MISSOES, RS, Latitude: -27.9010519, Longitude: -53.3135927
Município: PANAMBI, RS, Latitude: -28.2898542, Longitude: -53.501822
Município: PANTANO GRANDE, RS, Latitude: -30.1907942, Longitude: -52.3721771
Município: PARAISO DO SUL, RS, Latitude: -29.7311548, Longitude: -53.1777338
Município: PASSO FUNDO, RS, Latitude: -28.2550598, Longitude: -52.3966606
Município: PAULO BENTO, RS, Latitude: -27.7034385, Longitude: -52.4220174
Município: PAVERAMA, RS, Latitude: -29.5521033, Longitude: -51.7343769
Município: PEDRO OSORIO, RS, Latitude: -31.861921, Longitude: -52.8219388
Município: PEJUCARA, RS, Latitude: -28.4217646, Longitude: -53.6554254
Município: NOVA PETROPOLIS, RS, Latitude: -29.3759836, Longitude: -51.1123342
Município: MULITERNO, RS, Latitude: -28.3295989, Longitude: -51.7682438
Município: SAO JOSE DAS MISSOES, RS, Latitude: -27.7783652, Longitude: -53.1185847
Município: MUITOS CAPOES, RS, Latitude: -28.3162856, Longitude: -51.1836226
Município: LAVRAS DO SUL, RS, Latitude: -30.8118057, Longitude: -53.8982856
Município: MACAMBARA, RS, Latitude: -29.144485, Longitude: -56.067444
Município: MAQUINE, RS, Latitude: -29.6756372, Longitude: -50.2056317
Município: MARCELINO RAMOS, RS, Latitude: -27.4622708, Longitude: -51.9081009
Município: MARIANA PIMENTEL, RS, Latitude: -30.3536856, Longitude: -51.5832775
Município: MARQUES DE SOUZA, RS, Latitude: -29.3275642, Longitude: -52.0961801
Município: MATA, RS, Latitude: -29.5637643, Longitude: -54.4590898
Município: MATO CASTELHANO, RS, Latitude: -28.2782729, Longitude: -52.1948111
Município: MINAS DO LEAO, RS, Latitude: -30.1334499, Longitude: -52.0455962
Município: MONTE ALEGRE DOS CAMPOS, RS, Latitude: -28.6840498, Longitude: -50.7820322
Município: MONTENEGRO, RS, Latitude: -29.6826112, Longitude: -51.4687455
Município: MORMACO, RS, Latitude: -28.6935499, Longitude: -52.6925978
Município: MORRO REDONDO, RS, Latitude: -31.5921148, Longitude: -52.6257669
Município: MORRO REUTER, RS, Latitude: -29.5389519, Longitude: -51.0818864
Município: MOSTARDAS, RS, Latitude: -31.10538, Longitude: -50.916692
Município: PELOTAS, RS, Latitude: -31.7699736, Longitude: -52.3410161
Município: PICADA CAFE, RS, Latitude: -29.446421, Longitude: -51.136725
Município: PINHEIRO MACHADO, RS, Latitude: -31.5792646, Longitude: -53.3822191
Município: PIRATINI, RS, Latitude: -31.448451, Longitude: -53.1039931
Município: SANTA ROSA, RS, Latitude: -27.8643546, Longitude: -54.4779287
Município: SANTA VITORIA DO PALMAR, RS, Latitude: -33.5198333, Longitude: -53.3693967
Município: SANTANA DA BOA VISTA, RS, Latitude: -30.8736867, Longitude: -53.1148304
Município: SANTANA DO LIVRAMENTO, RS, Latitude: -30.8894097, Longitude: -55.5317694
Município: SANTIAGO, RS, Latitude: -29.189675, Longitude: -54.866624
Município: SANTO ANGELO, RS, Latitude: -28.3000481, Longitude: -54.2669971
Município: SANTO ANTONIO DA PATRULHA, RS, Latitude: -29.826768, Longitude: -50.517489
Município: SANTO ANTONIO DAS MISSOES, RS, Latitude: -28.5117897, Longitude: -55.2290047
Município: SANTO ANTONIO DO PLANALTO, RS, Latitude: -28.3991804, Longitude: -52.6910319
Município: SANTO AUGUSTO, RS, Latitude: -27.852577, Longitude: -53.777605
Município: SANTO CRISTO, RS, Latitude: -27.826259, Longitude: -54.661963
Município: SAO BORJA, RS, Latitude: -28.6592237, Longitude: -56.0044295
Município: SAO FRANCISCO DE PAULA, RS, Latitude: -29.448454, Longitude: -50.5833027
Município: SAO GABRIEL, RS, Latitude: -30.334214, Longitude: -54.3227149
Município: SAO JERONIMO, RS, Latitude: -29.959642, Longitude: -51.7238192
Município: SANTA MARIA, RS, Latitude: -29.6860512, Longitude: -53.8069214
Município: SANTA MARGARIDA DO SUL, RS, Latitude: -30.339117, Longitude: -54.0856735
Município: SANTA CRUZ DO SUL, RS, Latitude: -29.7141869, Longitude: -52.4285914
Município: RIO PARDO, RS, Latitude: -29.9820554, Longitude: -52.3702447
Município: PORTO ALEGRE, RS, Latitude: -30.0324999, Longitude: -51.2303767
Município: PORTO XAVIER, RS, Latitude: -27.9061459, Longitude: -55.1395757
Município: POUSO NOVO, RS, Latitude: -29.1695872, Longitude: -52.2085122
Município: QUARAI, RS, Latitude: -30.3818093, Longitude: -56.4526576
Município: QUATRO IRMAOS, RS, Latitude: -27.8229301, Longitude: -52.4427548
Município: RIO GRANDE, RS, Latitude: -32.0334252, Longitude: -52.0991297
Município: ROCA SALES, RS, Latitude: -29.2872555, Longitude: -51.8724318
Município: SANTA BARBARA DO SUL, RS, Latitude: -28.3654722, Longitude: -53.2510995
Município: ROQUE GONZALES, RS, Latitude: -28.1324578, Longitude: -55.0263416
Município: ROSARIO DO SUL, RS, Latitude: -30.2527151, Longitude: -54.9179382
Município: SAGRADA FAMILIA, RS, Latitude: -27.7085454, Longitude: -53.1364113
Município: SALDANHA MARINHO, RS, Latitude: -28.3966396, Longitude: -53.0952929
Município: SALVADOR DAS MISSOES, RS, Latitude: -28.1232686, Longitude: -54.8354107
Município: SALVADOR DO SUL, RS, Latitude: -29.4395698, Longitude: -51.5103295
Município: CATINGUEIRA, PB, Latitude: -7.120081, Longitude: -37.60638
